movie_title,title_year,duration,content_rating,gross,budget,country,director_name,actor_main,director_facebook_likes,actor_main_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_voted_users,facenumber_in_poster,imdb_score,Financial_Success
Australia,2008,165,PG-13,49551662,130000000,Australia,Baz Luhrmann,Essie Davis,800,1000,2500,2500,51169,0,6.6,0
After Earth,2013,100,PG-13,60522097,130000000,USA,M. Night Shyamalan,Will Smith,100,5000,7084,9250,79360,0,4.9,0
Dinosaur,2000,82,PG,137748063,127500000,USA,Eric Leighton,Alfre Woodard,300,2000,5000,10000,19219,1,6.5,1
Night at the Museum: Secret of the Tomb,2014,98,PG,113733726,127000000,USA,Shawn Levy,Robin Williams,100,24500,26793.5,2750,33611.5,7,6.2,0
Megamind,2010,95,PG,148337537,130000000,USA,Tom McGrath,J.K. Simmons,300,24000,46120,13000,86377,3,7.3,1
Harry Potter and the Sorcerer's Stone,2001,159,PG,317557891,125000000,UK,Chris Columbus,Daniel Radcliffe,300,11000,13191,16000,222341.5,4,7.5,1
R.I.P.D.,2013,96,PG-13,33592415,130000000,USA,Robert Schwentke,Ryan Reynolds,100,8000,15774.5,5000,45820,2,5.6,0
The Hunger Games: Mockingjay - Part 1,2014,123,PG-13,337103873,125000000,USA,Francis Lawrence,Jennifer Lawrence,508,34000,81385,52000,152504,1,6.7,1
The Da Vinci Code,2006,174,PG-13,217536138,125000000,USA,Ron Howard,Tom Hanks,2000,15000,16008,10000,157126.5,2,6.6,1
Rio 2,2014,101,G,131536019,103000000,USA,Carlos Saldanha,Miguel Ferrer,300,2000,5000,10000,29249,0,6.4,1
X-Men 2,2003,134,PG-13,214948780,110000000,Canada,Bryan Singer,Hugh Jackman,300,20000,20952,10000,202986.5,4,7.5,1
Sherlock Holmes: A Game of Shadows,2011,129,PG-13,186830669,125000000,USA,Guy Ritchie,Robert Downey Jr.,300,21000,22403,39000,169317.5,2,7.5,1
Total Recall,1990,113,R,119412921,65000000,USA,Paul Verhoeven,Ronny Cox,719,2000,5000,10000,120120.5,0,7.5,1
The 13th Warrior,1999,102,R,32694788,85000000,USA,John McTiernan,Tony Curran,123,1000,2500,2500,50705.5,1,6.6,0
The Bourne Legacy,2012,135,PG-13,113165635,125000000,USA,Tony Gilroy,Jeremy Renner,100,5000,6087.5,7750,114911.5,0,6.7,0
Batman & Robin,1997,125,PG-13,107285004,125000000,USA,Joel Schumacher,Michael Gough,341,1000,2500,2500,94927.5,3,3.7,0
How the Grinch Stole Christmas,2000,110,PG,260031035,123000000,USA,Ron Howard,Clint Howard,2000,2000,5000,10000,70707,0,6,1
The Day After Tomorrow,2004,124,PG-13,186739919,125000000,USA,Roland Emmerich,Jake Gyllenhaal,776,15000,20553,19000,166624,0,6.4,1
Mission: Impossible II,2000,123,PG-13,215397307,125000000,USA,John Woo,Tom Cruise,610,10000,11930,10000,121094,0,6.1,1
The Perfect Storm,2000,130,PG-13,182618434,140000000,USA,Wolfgang Petersen,Karen Allen,300,2000,5000,10000,66538,0,6.4,1
Fantastic 4: Rise of the Silver Surfer,2007,92,PG,131920333,130000000,USA,Tim Story,Chris Evans,300,11000,15302,10000,106637.5,3,5.6,1
Life of Pi,2012,127,PG,124976634,120000000,USA,Ang Lee,Suraj Sharma,300,2000,5000,122000,220042,0,8,1
Ghost Rider,2007,123,PG-13,115802596,110000000,USA,Mark Steven Johnson,Nicolas Cage,300,12000,14017,10000,91330.5,1,5.2,1
Jason Bourne,2016,123,PG-13,108521835,120000000,UK,Paul Greengrass,Matt Damon,321,6500,6876,7750,20061.5,0,7.1,0
Charlie's Angels: Full Throttle,2003,107,PG-13,100685880,120000000,USA,McG,Demi Moore,168,1000,2500,2500,50410.5,0,4.8,0
Prometheus,2012,124,R,126464904,130000000,USA,Ridley Scott,Michael Fassbender,100,6500,12049,24250,228130,0,7,0
Stuart Little 2,2002,77,PG,64736114,120000000,USA,Rob Minkoff,Nathan Lane,100,1000,2500,2500,18235.5,0,5.4,0
Elysium,2013,109,R,93050117,115000000,USA,Neill Blomkamp,Matt Damon,462,6500,8844.5,15250,169043.5,0,6.6,0
The Chronicles of Riddick,2004,134,PG-13,57637485,105000000,USA,David Twohy,Vin Diesel,100,7000,8579.5,2500,91954.5,0,6.7,0
RoboCop,2014,117,PG-13,58607007,100000000,USA,JosΘ Padilha,Gary Oldman,100,5000,7080.5,15000,91449.5,0,6.2,0
Speed Racer,2008,135,PG,43929341,120000000,USA,Lana Wachowski,Scott Porter,100,1000,2500,2500,28936.5,0,6.1,0
How Do You Know,2010,121,PG-13,30212620,120000000,USA,James L. Brooks,Shelley Conn,100,1000,2500,2500,17533,4,5.3,0
Knight and Day,2010,117,PG-13,76418654,117000000,USA,James Mangold,Tom Cruise,246,5000,6365.5,2750,74140,0,6.3,0
Oblivion,2013,124,PG-13,89021735,120000000,USA,Joseph Kosinski,Morgan Freeman,164,5500,11002,17750,193718,0,7,0
Star Wars: Episode III - Revenge of the Sith,2005,140,PG-13,380262555,113000000,USA,George Lucas,Natalie Portman,300,20000,44042,10000,260052,4,7.6,1
Star Wars: Episode II - Attack of the Clones,2002,142,PG,310675583,115000000,USA,George Lucas,Natalie Portman,300,20000,42990,10000,232155,3,6.7,1
"Monsters, Inc.",2001,92,G,289907418,115000000,USA,Pete Docter,Steve Buscemi,300,12000,15013,10000,292829.5,0,8.1,1
The Wolverine,2013,138,PG-13,132550960,120000000,USA,James Mangold,Hugh Jackman,446,20000,23755,68000,164033.5,1,6.7,1
Star Wars: Episode I - The Phantom Menace,1999,136,PG,474544677,115000000,USA,George Lucas,Natalie Portman,300,20000,37723,13000,267329,1,6.5,1
The Croods,2013,98,PG,187165546,135000000,USA,Kirk De Micco,Ryan Reynolds,300,16000,43286,28000,75309,3,7.3,1
Windtalkers,2002,153,R,40911830,115000000,USA,John Woo,Nicolas Cage,410,6000,7523,2500,27997,0,6,0
The Huntsman: Winter's War,2016,120,PG-13,47952020,115000000,USA,Cedric Nicolas-Troyan,Chris Hemsworth,100,13000,23359.5,4000,18875,2,6.1,0
Teenage Mutant Ninja Turtles,2014,101,PG-13,190871240,125000000,USA,Jonathan Liebesman,Noel Fisher,473,2000,5000,62000,83542.5,0,5.9,1
Gravity,2013,91,PG-13,274084951,100000000,UK,Alfonso Cuar≤n,Phaldut Sharma,300,2000,5000,147000,291458.5,0,7.8,1
Dante's Peak,1997,108,PG-13,67155742,116000000,USA,Roger Donaldson,Jamie RenΘe Smith,100,1000,2500,2500,31135.5,1,5.8,0
Fantastic Four,2015,100,PG-13,56114221,120000000,USA,Josh Trank,Tim Blake Nelson,100,1000,2500,10250,55243,3,4.3,0
Night at the Museum,2006,108,PG,250863268,110000000,USA,Shawn Levy,Robin Williams,300,49000,55486,3000,117240,2,6.4,1
San Andreas,2015,114,PG-13,155181732,110000000,USA,Brad Peyton,Dwayne Johnson,300,12000,16718,52000,73748.5,0,6.1,1
Tomorrow Never Dies,1997,119,PG-13,125332007,110000000,UK,Roger Spottiswoode,Vincent Schiavelli,300,2000,5000,10000,74840,3,6.5,1
The Patriot,2000,142,R,113330342,110000000,USA,Roland Emmerich,Heath Ledger,776,13000,19454,4000,103806.5,1,7.1,1
Ocean's Twelve,2004,125,PG-13,125531634,110000000,USA,Steven Soderbergh,Brad Pitt,300,11000,19359,10000,142426,0,6.4,1
Mr. & Mrs. Smith,2005,126,PG-13,186336103,120000000,USA,Doug Liman,Brad Pitt,300,11000,22722,10000,174430.5,2,6.5,1
The Aviator,2004,170,PG-13,102608827,110000000,USA,Martin Scorsese,Leonardo DiCaprio,16800,14500,17291,2500,132159,0,7.5,0
Gulliver's Travels,2010,85,PG,42776259,112000000,USA,Rob Letterman,James Corden,100,1000,2500,2500,26580,1,4.9,0
The Green Hornet,2011,119,PG-13,98780042,120000000,USA,Michel Gondry,Christoph Waltz,800,5500,6695.5,3500,68009.5,0,5.8,0
300: Rise of an Empire,2014,102,R,106369117,110000000,USA,Noam Murro,Eva Green,100,3000,5291.5,17750,112636.5,0,6.2,0
The Smurfs,2011,103,PG,142614158,110000000,USA,Raja Gosnell,Mahadeo Shivraj,300,2000,5000,31000,33296.5,3,5.5,1
Home on the Range,2004,76,PG,50026353,110000000,USA,Will Finn,Steve Buscemi,100,6000,6803.5,2500,6790.5,0,5.4,0
Allegiant,2016,120,PG-13,66002193,110000000,USA,Robert Schwentke,Naomi Watts,100,3000,6226,3000,22148,3,5.8,0
Real Steel,2011,127,PG-13,85463309,110000000,USA,Shawn Levy,Hugh Jackman,100,10000,11127,9000,127420.5,1,7.1,0
The Smurfs 2,2013,105,PG,71017784,105000000,USA,Raja Gosnell,Jacob Tremblay,100,1000,2500,2500,13628.5,3,5.4,0
Speed 2: Cruise Control,1997,121,PG-13,48068396,160000000,USA,Jan de Bont,Jason Patric,100,1000,2500,223.5,30286.5,0,3.7,0
Ender's Game,2013,114,PG-13,61656849,110000000,USA,Gavin Hood,Harrison Ford,100,5500,6454,30750,92280.5,4,6.7,0
Live Free or Die Hard,2007,129,PG-13,134520804,110000000,USA,Len Wiseman,Bruce Willis,300,13000,13961,10000,168117.5,1,7.2,1
The Lord of the Rings: The Fellowship of the Ring,2001,171,PG-13,313837577,93000000,New Zealand,Peter Jackson,Christopher Lee,300,16000,22342,21000,619373,2,8.8,1
Around the World in 80 Days,2004,120,PG,24004159,110000000,USA,Frank Coraci,Jim Broadbent,100,1000,2500,2500,34360,0,5.8,0
Ali,2001,165,R,58183966,107000000,USA,Michael Mann,Will Smith,100,5000,7098,2500,39593,1,6.8,0
The Cat in the Hat,2003,82,PG,100446895,109000000,USA,Bo Welch,Sean Hayes,100,1000,2500,236.5,18016.5,1,3.8,0
"I, Robot",2004,115,PG-13,144795350,120000000,USA,Alex Proyas,Will Smith,300,10000,12068,10000,193816,1,7.1,1
Kingdom of Heaven,2005,194,R,47396698,130000000,USA,Ridley Scott,Liam Neeson,100,7000,9800,2500,108686.5,1,7.2,0
Stuart Little,1999,84,PG,140015224,133000000,Germany,Rob Minkoff,Chazz Palminteri,300,2000,5000,10000,47086,0,5.9,1
The Princess and the Frog,2009,97,G,104374107,105000000,USA,Ron Clements,Oprah Winfrey,100,1000,2500,1250,44675.5,0,7.1,0
The Martian,2015,151,PG-13,228430993,108000000,USA,Ridley Scott,Matt Damon,300,13000,14831,153000,236244,1,8.1,1
The Island,2005,136,PG-13,35799026,126000000,USA,Michael Bay,Scarlett Johansson,100,9500,17419.5,2500,131664.5,1,6.9,0
Town & Country,2001,104,R,6712451,90000000,New Line,Peter Chelsom,Del Zamora,100,1000,2500,2500,2051,0,4.4,0
Gone in Sixty Seconds,2000,127,PG-13,101643008,90000000,USA,Dominic Sena,Nicolas Cage,300,12000,29069,10000,109170.5,1,6.5,1
Gladiator,2000,171,R,187670866,103000000,USA,Ridley Scott,Djimon Hounsou,300,3000,6521,21000,491318.5,0,8.5,1
Minority Report,2002,145,PG-13,132014112,102000000,USA,Steven Spielberg,Tom Cruise,14000,10000,12546,10000,199825.5,0,7.7,1
Harry Potter and the Chamber of Secrets,2002,174,PG,261970615,100000000,UK,Chris Columbus,Daniel Radcliffe,300,11000,35672,10000,193808,1,7.4,1
Casino Royale,2006,144,PG-13,167007184,150000000,UK,Martin Campbell,Eva Green,300,6000,9125,10000,235241.5,1,8,1
Planet of the Apes,2001,119,PG-13,180011740,100000000,USA,Tim Burton,Cary-Hiroyuki Tagawa,13000,2000,5000,10000,88862.5,0,5.7,1
Public Enemies,2009,140,R,97030725,100000000,USA,Michael Mann,Johnny Depp,100,20000,32299.5,2500,115465.5,1,7,0
American Gangster,2007,176,R,130127620,100000000,USA,Ridley Scott,Denzel Washington,300,18000,20354,10000,162335.5,0,7.8,1
True Lies,1994,141,R,146282411,115000000,USA,James Cameron,Jamie Lee Curtis,300,2000,5000,10000,95219.5,0,7.2,1
The Taking of Pelham 1 2 3,2009,106,R,65452312,100000000,USA,Tony Scott,Denzel Washington,11800,9000,9953,2500,74999,1,6.4,0
Little Fockers,2010,98,PG-13,148383780,100000000,USA,Paul Weitz,Robert De Niro,300,22000,24082,10000,42765.5,10,5.5,1
The Other Guys,2010,116,PG-13,119219978,100000000,USA,Adam McKay,Dwayne Johnson,300,12000,20233,16000,94903,2,6.7,1
Eraser,1996,115,R,101228120,100000000,USA,Chuck Russell,Vanessa Williams,100,1000,2500,2500,42212,1,6.1,0
Django Unchained,2012,165,R,162804648,100000000,USA,Quentin Tarantino,Leonardo DiCaprio,16000,29000,40978,199000,477587,1,8.5,1
The Hunchback of Notre Dame,1996,91,G,100117603,100000000,USA,Gary Trousdale,Demi Moore,100,1000,2500,2500,51466.5,0,6.9,0
The Emperor's New Groove,2000,78,G,89296573,100000000,USA,Mark Dindal,Eartha Kitt,100,1000,2500,2500,64142.5,1,7.3,0
The Expendables 2,2012,103,R,85017401,92000000,USA,Simon West,Jason Statham,100,13000,28940.5,27000,123401.5,3,6.7,0
National Treasure,2004,131,PG,173005002,100000000,USA,Jon Turteltaub,Nicolas Cage,300,12000,13679,10000,127723.5,0,6.9,1
Eragon,2006,104,PG,75030163,100000000,USA,Stefen Fangmeier,Djimon Hounsou,100,1500,2500,2500,54038,0,5.1,0
Where the Wild Things Are,2009,101,PG,77222184,100000000,Germany,Spike Jonze,Catherine O'Hara,100,1000,2500,2750,43838.5,0,6.8,0
Pan,2015,111,PG,34964818,150000000,USA,Joe Wright,Hugh Jackman,256,10000,10696.5,6000,19978,4,5.8,0
Epic,2013,102,PG,107515297,100000000,USA,Chris Wedge,Josh Hutcherson,300,14000,14552,17000,42916.5,2,6.7,1
The Tourist,2010,103,PG-13,67631157,100000000,USA,Florian Henckel von Donnersmarck,Johnny Depp,100,20000,27587.5,6250,88299,0,6,0
End of Days,1999,121,R,66862068,83000000,USA,Peter Hyams,CCH Pounder,100,1000,2500,500,44754.5,0,5.7,0
Blood Diamond,2006,143,R,57366262,100000000,Germany,Edward Zwick,Leonardo DiCaprio,180,14500,16580,3500,200146,0,8,0
The Wolf of Wall Street,2013,240,R,116866727,100000000,USA,Martin Scorsese,Leonardo DiCaprio,17000,29000,46057,138000,390294,3,8.2,1
Batman Forever,1995,121,PG-13,184031112,100000000,USA,Joel Schumacher,Michael Gough,541,2000,5000,10000,95393,4,5.4,1
Starship Troopers,1997,129,R,54700065,105000000,USA,Paul Verhoeven,Jake Busey,519,1000,2500,2500,110760.5,0,7.2,0
Cloud Atlas,2012,172,R,27098580,102000000,Germany,Tom Tykwer,Tom Hanks,470,7500,11343,31000,142412.5,5,7.5,0
Legend of the Guardians: The Owls of Ga'Hoole,2010,101,PG,55673333,80000000,USA,Zack Snyder,Abbie Cornish,100,1000,2500,4000,32892.5,1,7,0
Catwoman,2004,87,PG-13,40198710,100000000,USA,Pitof,Frances Conroy,100,1000,2500,2500,43725.5,0,3.3,0
Hercules,2014,101,PG-13,72660029,100000000,USA,Brett Ratner,Dwayne Johnson,220,6000,8117.5,5250,57843.5,0,6,0
Treasure Planet,2002,95,PG,38120554,140000000,USA,Ron Clements,Joseph Gordon-Levitt,100,11500,13470,2500,35763.5,0,7.1,0
Land of the Lost,2009,102,PG-13,49392095,100000000,USA,Brad Silberling,Will Ferrell,100,4000,5276,2500,26014.5,1,5.4,0
The Expendables 3,2014,131,PG-13,39292022,90000000,USA,Patrick Hughes,Jason Statham,185,13000,26305,14000,63629,15,6.1,0
Point Break,2015,114,PG-13,28772222,105000000,USA,Ericson Core,Ray Winstone,100,1000,2500,9250,16976.5,1,5.3,0
Son of the Mask,2005,94,PG,17010646,84000000,USA,Lawrence Guterman,Jamie Kennedy,100,1000,2500,220.25,20375.5,0,2.2,0
In the Heart of the Sea,2015,122,PG-13,24985612,100000000,USA,Ron Howard,Chris Hemsworth,1800,13000,14164,6750,35891,0,7,0
The Adventures of Pluto Nash,2002,95,PG-13,4411102,100000000,USA,Ron Underwood,Rosario Dawson,100,1500,3080.5,2500,10147.5,1,3.8,0
Green Zone,2010,115,R,35024475,100000000,France,Paul Greengrass,Matt Damon,321,6500,6880.5,2500,55182,1,6.9,0
The Peanuts Movie,2015,88,G,130174897,99000000,USA,Steve Martino,Francesca Capaldi,300,2000,5000,33000,13959,0,7.2,1
The Spanish Prisoner,1997,110,PG,10200000,10000000,USA,David Mamet,Ben Gazzara,142,1000,2500,144.5,9348.5,0,7.3,0
The Mummy Returns,2001,130,PG-13,202007640,98000000,USA,Stephen Sommers,Dwayne Johnson,300,12000,15972,10000,124022.5,5,6.3,1
Gangs of New York,2002,216,R,77679638,100000000,USA,Martin Scorsese,Leonardo DiCaprio,16800,14500,23828.5,2500,157016.5,3,7.5,0
Surf's Up,2007,85,PG,58867694,100000000,USA,Ash Brannon,Jeff Bridges,100,6000,12795,2500,27038.5,0,6.8,0
The Stepford Wives,2004,93,PG-13,59475623,90000000,USA,Frank Oz,Jon Lovitz,100,5500,6874,2500,24869.5,1,5.2,0
Black Hawk Down,2001,152,R,108638745,92000000,USA,Ridley Scott,Ioan Gruffudd,300,2000,5000,10000,146011,0,7.7,1
The Campaign,2012,85,R,86897182,95000000,USA,Jay Roach,Will Ferrell,100,4000,4635.5,4500,53395,0,6.2,0
The Fifth Element,1997,126,PG-13,63540020,93000000,France,Luc Besson,Milla Jovovich,100,7000,19659.5,4500,171637,2,7.7,0
Sex and the City 2,2010,146,R,95328937,100000000,USA,Michael Patrick King,Chris Noth,100,1000,2500,2500,29790.5,4,4.3,0
The Road to El Dorado,2000,89,PG,50802661,95000000,USA,Bibo Bergeron,Frank Welker,100,1000,2500,2500,29150,1,6.9,0
Ice Age: Continental Drift,2012,88,PG,161317423,95000000,USA,Steve Martino,Peter Dinklage,300,22000,25354,14000,72660.5,0,6.6,1
Cinderella,2015,105,PG,201148159,95000000,USA,Kenneth Branagh,Hayley Atwell,300,2000,5000,56000,51868.5,1,7,1
The Lovely Bones,2009,135,PG-13,43982842,65000000,USA,Peter Jackson,Michael Imperioli,100,1000,2500,4000,62554.5,1,6.7,0
Finding Nemo,2003,100,G,380838870,94000000,USA,Andrew Stanton,Alexander Gould,475,2000,5641,11000,346241,0,8.2,1
The Lord of the Rings: The Return of the King,2003,192,PG-13,377019252,94000000,USA,Peter Jackson,Orlando Bloom,300,5000,6434,16000,607859,2,8.9,1
The Lord of the Rings: The Two Towers,2002,172,PG-13,340478898,94000000,USA,Peter Jackson,Christopher Lee,300,16000,23052,10000,550223,1,8.7,1
Seventh Son,2014,102,PG-13,17176900,95000000,USA,Sergey Bodrov,Jeff Bridges,100,6000,8549,4000,27250.5,4,5.5,0
Lara Croft: Tomb Raider,2001,100,PG-13,131144183,115000000,USA,Simon West,Angelina Jolie Pitt,300,11000,12150,10000,78508,1,5.7,1
Transcendence,2014,119,PG-13,23014504,100000000,UK,Wally Pfister,Johnny Depp,100,20000,27015.5,9250,86353.5,1,6.3,0
Jurassic Park III,2001,92,PG-13,181166115,93000000,USA,Joe Johnston,Michael Jeter,394,2000,5000,10000,109750.5,0,5.9,1
Rise of the Planet of the Apes,2011,105,PG-13,176740650,93000000,USA,Rupert Wyatt,James Franco,300,11000,13118,47000,201918,0,7.6,1
The Spiderwick Chronicles,2008,107,PG,71148699,90000000,USA,Mark Waters,Martin Short,100,1000,2500,2500,34467.5,0,6.6,0
A Good Day to Die Hard,2013,101,R,67344392,92000000,USA,John Moore,Bruce Willis,100,6500,7740.5,16500,82809,2,5.3,0
The Alamo,2004,137,PG-13,22406362,107000000,USA,John Lee Hancock,Dennis Quaid,100,1000,2890,175.25,8416,0,6,0
The Incredibles,2004,115,PG,261437578,92000000,USA,Brad Bird,Holly Hunter,663,2000,5000,10000,239583,0,8,1
Cutthroat Island,1995,124,PG-13,11000000,98000000,USA,Renny Harlin,Christopher Masterson,100,1000,2500,250,10551,3,5.6,0
Percy Jackson & the Olympians: The Lightning Thief,2010,118,PG,88761720,95000000,UK,Chris Columbus,Logan Lerman,100,4000,7012,2250,70589.5,0,5.9,0
Men in Black,1997,98,PG-13,250147615,90000000,USA,Barry Sonnenfeld,Will Smith,300,10000,12998,10000,201507,0,7.3,1
Toy Story 2,1999,82,G,245823397,90000000,USA,John Lasseter,Tom Hanks,487,15000,21275,10000,192935.5,2,7.9,1
Unstoppable,2010,98,PG-13,81557479,100000000,USA,Tony Scott,Denzel Washington,11800,9000,12890,4500,74973.5,1,6.8,0
Rush Hour 2,2001,90,PG-13,226138454,90000000,USA,Brett Ratner,Mei Melanτon,420,2000,5000,10000,80220,2,6.6,1
What Lies Beneath,2000,130,PG-13,155370362,100000000,USA,Robert Zemeckis,Harrison Ford,300,11000,12890,10000,49201.5,0,6.6,1
Cloudy with a Chance of Meatballs,2009,90,PG,124870275,100000000,USA,Phil Lord,Will Forte,300,2000,5000,10000,76300.5,1,7,1
Ice Age: Dawn of the Dinosaurs,2009,94,PG,196573705,90000000,USA,Carlos Saldanha,Denis Leary,300,2000,5000,10000,83395.5,0,7,1
The Secret Life of Walter Mitty,2013,114,PG,58229120,90000000,USA,Ben Stiller,Adam Scott,100,1500,2547.5,17500,118210.5,1,7.3,0
Charlie's Angels,2000,94,PG-13,125305545,92000000,USA,McG,Bill Murray,368,13000,15419,10000,72675,0,5.5,1
The Departed,2006,151,R,132373442,90000000,USA,Martin Scorsese,Leonardo DiCaprio,17000,29000,45648,29000,436824.5,0,8.5,1
Mulan,1998,88,G,120618403,90000000,USA,Tony Bancroft,Ming-Na Wen,300,2000,5000,12000,85896,0,7.5,1
Tropic Thunder,2008,121,R,110416702,92000000,USA,Ben Stiller,Robert Downey Jr.,300,21000,23484,10000,153769.5,3,7,1
The Girl with the Dragon Tattoo,2011,158,R,102515793,90000000,USA,David Fincher,Robin Wright,21000,18000,20388,54000,165076,1,7.8,1
Die Hard with a Vengeance,1995,128,R,100012500,90000000,USA,John McTiernan,Bruce Willis,323,13000,14274,10000,149629,1,7.6,1
Sherlock Holmes,2009,128,PG-13,209019489,90000000,USA,Guy Ritchie,Robert Downey Jr.,300,21000,23996,20000,238650,3,7.6,1
Atlantis: The Lost Empire,2001,95,PG,84037039,120000000,USA,Gary Trousdale,Leonard Nimoy,100,6000,7618.5,2500,36295.5,0,6.8,0
Alvin and the Chipmunks: The Road Chip,2015,92,PG,85884815,90000000,USA,Walt Becker,Bella Thorne,100,17500,19225,2500,4709,0,5,0
Valkyrie,2008,121,PG-13,83077470,75000000,USA,Bryan Singer,Tom Cruise,300,10000,14165,10000,91623.5,0,7.1,1
You Don't Mess with the Zohan,2008,113,PG-13,100018837,90000000,USA,Dennis Dugan,Adam Sandler,300,11000,13446,10000,78174,0,5.5,1
Pixels,2015,106,PG-13,78747585,88000000,USA,Chris Columbus,Peter Dinklage,100,11000,17683.5,9750,44885,0,5.6,0
A.I. Artificial Intelligence,2001,146,PG-13,78616689,100000000,USA,Steven Spielberg,Haley Joel Osment,13800,1500,3108.5,2750,119373.5,0,7.1,0
The Haunted Mansion,2003,88,PG,75817994,90000000,USA,Rob Minkoff,Marsha Thomason,100,1000,2500,247,16024.5,0,4.9,0
Contact,1997,150,PG,100853835,90000000,USA,Robert Zemeckis,Matthew McConaughey,300,11000,12289,15000,100278,2,7.4,1
Hollow Man,2000,119,R,73209340,95000000,USA,Paul Verhoeven,Greg Grunberg,519,1000,2500,2500,50917,0,5.7,0
Percy Jackson: Sea of Monsters,2013,106,PG,68558662,90000000,USA,Thor Freudenthal,Logan Lerman,100,4000,5441,7000,43313.5,0,5.9,0
Lara Croft Tomb Raider: The Cradle of Life,2003,117,PG-13,65653758,95000000,USA,Jan de Bont,Gerard Butler,100,9000,16577,2500,51373.5,1,5.5,0
Now You See Me 2,2016,129,PG-13,64685359,90000000,USA,Jon M. Chu,Daniel Radcliffe,100,5500,11515.5,3750,20431,6,6.9,0
The Saint,1997,116,PG-13,61355436,68000000,USA,Phillip Noyce,Alun Armstrong,100,1000,2500,2500,26068,0,6.2,0
Mission to Mars,2000,114,PG,60874615,90000000,USA,Brian De Palma,Don Cheadle,100,1500,2500,2500,30233.5,0,5.6,0
Rio,2011,96,G,143618384,90000000,USA,Carlos Saldanha,Anne Hathaway,300,11000,12071,19000,82666.5,0,7,1
Bicentennial Man,1999,132,PG,58220776,100000000,USA,Chris Columbus,Robin Williams,100,24500,27627,2500,43892.5,0,6.8,0
Volcano,1997,104,PG-13,47474112,90000000,USA,Mick Jackson,Don Cheadle,100,1500,2531,500,29113.5,0,5.4,0
The Devil's Own,1997,111,R,42877165,86000000,USA,Alan J. Pakula,Harrison Ford,100,5500,13044,244.75,22801,0,6.1,0
K-19: The Widowmaker,2002,138,PG-13,35168677,100000000,UK,Kathryn Bigelow,Liam Neeson,100,7000,7574.5,2500,24655.5,1,6.7,0
